username,repositorio,hash,linguagem_programacao,LinhasTotais,LinhasAdicionadas,LinhasRemovidas
star7th,https://github.com/star7th/showdoc,409c8a1208bbb847046a9496303192980f2e6219,HTML,6.0,3.0,3.0
lkiesow,https://github.com/opencast/opencast,59cb6731067283e54f15462be38b6117d8b9ea8b,HTML,4.0,2.0,2.0
lkiesow,https://github.com/opencast/opencast,8f8271e1085f6f8e306c689d6a56b0bb8d076444,HTML,4.0,2.0,2.0
martin-brennan,https://github.com/discourse/discourse-footnote,796617e0131277011207541313522cd1946661ab,HTML,50.0,46.0,4.0
torinfo,https://github.com/thexerteproject/xerteonlinetoolkits,694a591b5ab7f634f036afaac10397cf3677a98c,HTML,208.0,193.0,15.0
mifi,https://github.com/transloadit/uppy,fc137e30a2a3102eb191141f280d5de20dacdf8f,HTML,142.0,14.0,128.0
OzzieIsaacs,https://github.com/janeczku/calibre-web,3b216bfa07ec7992eff03e55d61732af6df9bb92,HTML,101.0,50.0,51.0
OzzieIsaacs,https://github.com/janeczku/calibre-web,6bf07539788004513c3692c074ebc7ba4ce005e1,HTML,204.0,95.0,109.0
yuda-lyu,https://github.com/yuda-lyu/w-zip,d7039d034e02fa358e6656565157cedf5fa83288,HTML,84.0,44.0,40.0
muhsin-k,https://github.com/chatwoot/chatwoot,9f37a6e2ba7a7212bb419e318b8061f472e82d9f,HTML,44.0,23.0,21.0
r0hanSH,https://github.com/hakimel/reveal.js,32cdd3b1872ba8e2267c9e87ae216cb55f40f4d2,HTML,4.0,4.0,0.0
ssddanbrown,https://github.com/bookstackapp/bookstack,856fca8289b7370cafa033ea21c408e7d4303fd6,HTML,200.0,154.0,46.0
OzzieIsaacs,https://github.com/janeczku/calibre-web,4545f4a20d9ff90b99bbd4e3e34b6de4441d6367,HTML,1213.0,589.0,624.0
foosel,https://github.com/octoprint/octoprint,6d259d7e6f5b0de9a1c762831537a386e53978d3,HTML,116.0,80.0,36.0
remdex,https://github.com/livehelperchat/livehelperchat,edef7a8387be718d0de2dfd1e722789afb0461bc,HTML,754.0,411.0,343.0
polonel,https://github.com/polonel/trudesk,e836d04d16787c2c9c72e7bf011cf396d1f73c19,HTML,27.0,24.0,3.0
davidjgraph,https://github.com/jgraph/drawio,3d3f819d7a04da7d53b37cc0ca4269c157ba2825,HTML,857.0,430.0,427.0
